show_id;type;title;director;cast;date_added;release_year;listed_in;description;rating;duration;country
s626;Movie;Timmy Failure: Mistakes Were Made;Tom McCarthy;Winslow Fegley, Ophelia Lovibond, Craig Robinson, Wallace Shawn, Kyle Bornheimer, Chloe Coleman;February 7, 2020;2020;Buddy, Comedy, Drama;“Timmy Failure” follows the hilarious exploits of a boy who operates a Portland detective agency.;PG;103 min;United States
s627;Movie;Toy Story 4;Josh Cooley;Tom Hanks, Tim Allen, Annie Potts, Tony Hale, Keegan-Michael Key, Madeleine McGraw;February 5, 2020;2019;Action-Adventure, Animation, Comedy;Pixar Animation Studios proudly presents the adventure of a lifetime!;G;101 min;United States
s628;Movie;Descendants 3;Kenny Ortega;Dove Cameron, Cameron Boyce, Sofia Carson, Booboo Stewart, Mitchell Hope, Sarah Jefferey;February 2, 2020;2019;Coming of Age, Fantasy, Musical;A barrier breach jeopardizes the safety of Auradon.;TV-G;109 min;United States
s629;Movie;Around the World in 80 Days;Frank Coraci;Jackie Chan, Steve Coogan, Cécile de France, Jim Broadbent, Ewan Bremner, Ian McNeice;February 1, 2020;2004;Action-Adventure, Comedy, Family;Phileas Fogg tries to beat the clock in a race around the world.;PG;121 min;United States
s629;Movie;Around the World in 80 Days;Frank Coraci;Jackie Chan, Steve Coogan, Cécile de France, Jim Broadbent, Ewan Bremner, Ian McNeice;February 1, 2020;2004;Action-Adventure, Comedy, Family;Phileas Fogg tries to beat the clock in a race around the world.;PG;121 min; Germany
s629;Movie;Around the World in 80 Days;Frank Coraci;Jackie Chan, Steve Coogan, Cécile de France, Jim Broadbent, Ewan Bremner, Ian McNeice;February 1, 2020;2004;Action-Adventure, Comedy, Family;Phileas Fogg tries to beat the clock in a race around the world.;PG;121 min; Ireland
s629;Movie;Around the World in 80 Days;Frank Coraci;Jackie Chan, Steve Coogan, Cécile de France, Jim Broadbent, Ewan Bremner, Ian McNeice;February 1, 2020;2004;Action-Adventure, Comedy, Family;Phileas Fogg tries to beat the clock in a race around the world.;PG;121 min; United Kingdom
s63;TV Show;Apollo: Back To The Moon;;Bill Anders, Jack Clemons, Fred Haise, Glynn Lunney, Jay Barbree, Brad Vinikow;October 13, 2021;2019;Docuseries, Historical;Follow the Apollo lunar landing program from the inside, as never shown before.;TV-PG;1 Season;
s630;Movie;Big Business;Jim Abrahams;Bette Midler, Lily Tomlin, Fred Ward, Edward Herrmann, Michele Placido, Daniel Gerroll;February 1, 2020;1988;Comedy;Two sets of identical twins, mismatched at birth, cross paths years later.;PG;98 min;United States
s631;Movie;Lamp Life;Valerie LaPointe;Annie Potts, Jim Hanks, Ally Maki, Emily Davis;January 31, 2020;2020;Animation, Comedy, Family;Lamp Life answers the question of what happened to Bo Peep since we last we saw her in Toy Story 2.;TV-G;11 min;United States
s632;Movie;The Lion King;Jon Favreau;Donald Glover, Seth Rogen, Chiwetel Ejiofor, Alfre Woodard, Billy Eichner, John Kani;January 28, 2020;2019;Action-Adventure, Coming of Age, Drama;Disney’s The Lion King comes to life in a whole new way.;PG;125 min;United States
s632;Movie;The Lion King;Jon Favreau;Donald Glover, Seth Rogen, Chiwetel Ejiofor, Alfre Woodard, Billy Eichner, John Kani;January 28, 2020;2019;Action-Adventure, Coming of Age, Drama;Disney’s The Lion King comes to life in a whole new way.;PG;125 min; United Kingdom
s632;Movie;The Lion King;Jon Favreau;Donald Glover, Seth Rogen, Chiwetel Ejiofor, Alfre Woodard, Billy Eichner, John Kani;January 28, 2020;2019;Action-Adventure, Coming of Age, Drama;Disney’s The Lion King comes to life in a whole new way.;PG;125 min; South Africa
s633;TV Show;Diary of a Future President;;Tess Romero, Selenis Leyva, Charlie Bushnell, Michael Weaver;January 17, 2020;2020;Comedy, Coming of Age, Family;Elena Cañero-Reed will one day become the U.S. President, but for now, she’s in middle school.;TV-PG;2 Seasons;United States
s634;TV Show;High School Musical: The Musical: The Series: The Sing-Along;;Olivia Rodrigo, Joshua Bassett, Matt Cornett, Sofia Wylie, Larry Saperstein;January 17, 2020;2019;Comedy, Coming of Age, Drama;Sing along as the East High Wildcats put on a production of High School Musical: The Musical!;TV-PG;1 Season;
s635;TV Show;America's National Parks;;C.T. Taylor;January 15, 2020;2015;Animals & Nature, Docuseries;Experience the breathtaking landscapes and majestic animals of eight U.S. National Parks.;TV-14;1 Season;United States
s636;TV Show;Continent 7: Antarctica;;Chris Browning;January 15, 2020;2016;Action-Adventure, Animals & Nature, Docuseries;Experience how science is conducted as scientists and survival experts join forces in Antarctica.;TV-PG;1 Season;United States
s637;TV Show;Disney Randy Cunningham: 9th Grade Ninja;;Ben Schwartz, Andrew Caldwell, Tim Curry, John DiMaggio, Kevin Richardson, Dave Wittenberg;January 15, 2020;2011;Action-Adventure, Animation, Comedy;Randy is an average freshman until he is chosen as The Ninja.;TV-Y7;2 Seasons;United Kingdom
s637;TV Show;Disney Randy Cunningham: 9th Grade Ninja;;Ben Schwartz, Andrew Caldwell, Tim Curry, John DiMaggio, Kevin Richardson, Dave Wittenberg;January 15, 2020;2011;Action-Adventure, Animation, Comedy;Randy is an average freshman until he is chosen as The Ninja.;TV-Y7;2 Seasons; United States
s637;TV Show;Disney Randy Cunningham: 9th Grade Ninja;;Ben Schwartz, Andrew Caldwell, Tim Curry, John DiMaggio, Kevin Richardson, Dave Wittenberg;January 15, 2020;2011;Action-Adventure, Animation, Comedy;Randy is an average freshman until he is chosen as The Ninja.;TV-Y7;2 Seasons; Ireland
s638;TV Show;Muppet Babies Show and Tell (Shorts);;Matt Danner, Melanie Harrison, Ben Diskin, Eric Bauza, Dee Baker, Jessica DiCicco;January 15, 2020;2017;Animation, Kids;It's Show and Tell time in the playroom!;TV-Y7;1 Season;
s639;TV Show;The Lodge;;Sophie Simnett, Luke Newton, Thomas Doherty, Bethan Wright, Jayden Revri, Jade Alleyne;January 15, 2020;2016;Coming of Age, Drama, Musical;A city girl starts a new life in the country.;TV-G;2 Seasons;United Kingdom
s64;TV Show;Just Beyond;;Mckenna Grace, Lexi Underwood, Cedric Joe, Tim Heidecker, Riki Lindhome, Nasim Pedrad;October 13, 2021;2021;Anthology, Comedy, Coming of Age;Inspired by the writings of R.L. Stine, “Just Beyond” is a supernatural anthology series.;TV-PG;1 Season;
s640;TV Show;Wild Russia;;Liam Teeling;January 15, 2020;2018;Animals & Nature, Docuseries;From mountains to desert, volcanoes to ice, explore Russia’s scenic beauty and iconic wildlife.;TV-PG;1 Season;
s641;Movie;Destino;Monfery Dominique;Dora Luz;January 10, 2020;2003;Animation, Family, Romance;A collaboration begun in 1945 by Salvador Dalí and Walt Disney.;PG;6 min;France
s641;Movie;Destino;Monfery Dominique;Dora Luz;January 10, 2020;2003;Animation, Family, Romance;A collaboration begun in 1945 by Salvador Dalí and Walt Disney.;PG;6 min; United States
s642;Movie;Forky Asks a Question: What is Reading?;Bob Peterson;Tony Hale, Addison Andrews, Mila Crespo, Imani Prior, Jeff Pidgeon, Bob Peterson;January 10, 2020;2020;Animation, Comedy, Family;The energetic Peas-n-a-Pod siblings teach Forky about reading, with a little help from Mr. Spell.;TV-G;7 min;United States
s643;Movie;Loop;Erica Milsom;Madison Bandy, Christiano Delgado, Louis Gonzales, Asher Brodkey, Erica Milsom;January 10, 2020;2020;Animation, Family;Adrift on a lake, two kids with different ways of communicating attempt to connect.;PG;12 min;United States
s644;TV Show;Marvel's Runaways;;Rhenzy Feliz, Lyrica Okano, Virginia Gardner, Ariela Barer, Gregg Sulkin, Allegra Acosta;January 10, 2020;2017;Coming of Age, Drama, Science Fiction;Six kids learn their parents hide a terrible secret.;TV-14;3 Seasons;United States
s645;Movie;Aladdin (2019);Guy Ritchie;Will Smith, Mena Massoud, Naomi Scott, Marwan Kenzari, Navid Negahban, Nasim Pedrad;January 8, 2020;2019;Action-Adventure, Family, Fantasy;From Disney comes the thrilling live-action adaptation of Aladdin.;PG;135 min;United States
s646;Movie;Forky Asks a Question: What is Cheese?;Bob Peterson;Tony Hale, Jeff Garlin, Bob Peterson;January 3, 2020;2020;Animation, Comedy, Family;Buttercup, annoyed with all of Forky’s questions, speed teaches everything there is.;TV-G;6 min;United States
s647;TV Show;Austin & Ally;;Ross Lynch, Laura Marano, Raini Rodriguez, Calum Worthy;January 1, 2020;2011;Comedy, Coming of Age, Kids;Austin, a musician, and Ally, a songwriter, form a team.;TV-G;4 Seasons;United States
s648;TV Show;Billy Dilley's Super-Duper Subterranean Summer;;Aaron Springer, Catherine Wayne, Tom Kenny;January 1, 2020;2016;Animation, Comedy, Fantasy;Billy and his friends get stuck inside Earth's core.;TV-Y7;1 Season;United States
s649;Movie;Cars Toon: El Materdor;John Lasseter;Larry the Cable Guy , Keith Ferguson;January 1, 2020;2008;Animation, Comedy, Family;Mater is a famous bulldozer fighter in Spain.;TV-G;4 min;United States
s65;TV Show;Secrets Of The Zoo: Down Under;;Naomi Watts;October 13, 2021;2020;Animals & Nature, Docuseries, Family;This series is a behind-the-scenes look at one of the world’s most famous zoos.;TV-14;2 Seasons;
s650;Movie;Cars Toon: Moon Mater;Rob Gibbs;Larry the Cable Guy , Keith Ferguson, Josh Cooley;January 1, 2020;2010;Animation, Comedy, Family;Mater’s mission on the moon: rescue the Impala XIII.;TV-G;4 min;United States
s651;Movie;Cars Toon: Rescue Squad Mater;John Lasseter;Larry the Cable Guy , Keith Ferguson, Bret Parker, Peter Sohn, Bob Peterson, Bob Scott;January 1, 2020;2010;Animation, Comedy, Family;Mater is a fire truck that rescues McQueen from a fire;TV-Y7;3 min;United States
s652;Movie;Cars Toon: Spinning;Jeremy Lasky;Keith Ferguson, Paul Dooley, Tony Shalhoub, Lloyd Sherr, Michael Wallis, Guido Quaroni;January 1, 2020;2013;Animation, Family;Guido discovers his talent as a sign spinner.;TV-G;2 min;United States
s653;Movie;Cars Toon: Time Travel Mater;Rob Gibbs;Larry the Cable Guy , Keith Ferguson, John Higgins, Katherine Helmond;January 1, 2020;2012;Animation, Comedy, Family;Mater travels back in time to 1909.;TV-G;7 min;United States
s654;Movie;Cars Toon: Tokyo Mater;John Lasseter;Larry the Cable Guy , Keith Ferguson, Michael Wallis, Mach Kobayashi, Robert Ito;January 1, 2020;2008;Animation, Comedy, Family;Mater is in Tokyo, where he is challenged to a race.;G;8 min;United States
s655;Movie;Cars Toon: Unidentified Flying Mater;John Lasseter;Larry the Cable Guy , Keith Ferguson;January 1, 2020;2010;Animation, Comedy, Family;Mater and Lightning McQueen rescue a UFO named Mator.;TV-Y7;4 min;United States
s656;Movie;Cars Toons: Bugged;Jeremy Lasky;Jerome Ranft, Josh Cooley;January 1, 2020;2013;Animation, Family;Red's peaceful morning routine is interrupted by a pesky visitor.;TV-G;2 min;United States
s657;Movie;Cool Runnings;Jon Turteltaub;Leon , Doug Doug, Rawle Lewis, Malik Yoba, Raymond Barry, Larry Gilman;January 1, 2020;1993;Biographical, Comedy, Family;Based on the true story of Jamaican bobsledders at the Winter Olympics.;PG;99 min;United States
s658;Movie;Drain Alcatraz;Wayne Abbott;Craig Sechler, Russell Boulter;January 1, 2020;2017;Documentary;Draining the waters around Alcatraz reveals the infamous prison’s deepest secrets.;TV-PG;47 min;United States
s659;Movie;Drain The Bermuda Triangle;Jobim Sampson;Russell Boulter;January 1, 2020;2014;Documentary;Explore the Bermuda Triangle by draining the water to see what lies beneath the surface.;TV-PG;45 min;United States
s66;TV Show;Secrets of the Zoo: North Carolina;;;October 13, 2021;2020;Reality;The North Carolina Zoo has more than 1,000 animals that live in lush natural habitats.;TV-14;1 Season;
s660;Movie;Drain The Great Lakes;Crispin Sadler, Wayne Abbott;Cham Giobbi;January 1, 2020;2011;Documentary;This groundbreaking television program pulls a virtual plug on the huge lakes.;TV-PG;45 min;United Kingdom
s660;Movie;Drain The Great Lakes;Crispin Sadler, Wayne Abbott;Cham Giobbi;January 1, 2020;2011;Documentary;This groundbreaking television program pulls a virtual plug on the huge lakes.;TV-PG;45 min; Canada
s660;Movie;Drain The Great Lakes;Crispin Sadler, Wayne Abbott;Cham Giobbi;January 1, 2020;2011;Documentary;This groundbreaking television program pulls a virtual plug on the huge lakes.;TV-PG;45 min; United States
s661;Movie;Drain The Ocean: WWII;Mike Slee;Russell Boulter;January 1, 2020;2016;Documentary, Historical;New undersea surveys and 3-D imaging reveal secrets of World War II shipwrecks.;TV-PG;44 min;United States
s662;Movie;Drain The Sunken Pirate City;Sophie Harris;Russell Boulter;January 1, 2020;2017;Documentary, Historical;Hidden beneath Jamaica’s Kingston Harbour lie the ruins of the biggest pirate city of all time.;TV-14;48 min;United Kingdom
s663;Movie;Drain The Titanic;Jobim Sampson;Russell Boulter;January 1, 2020;2015;Documentary, Historical;We reveal the most famous ship wreck site by virtually draining the Titanic.;TV-PG;45 min;United Kingdom
s663;Movie;Drain The Titanic;Jobim Sampson;Russell Boulter;January 1, 2020;2015;Documentary, Historical;We reveal the most famous ship wreck site by virtually draining the Titanic.;TV-PG;45 min; Canada
s663;Movie;Drain The Titanic;Jobim Sampson;Russell Boulter;January 1, 2020;2015;Documentary, Historical;We reveal the most famous ship wreck site by virtually draining the Titanic.;TV-PG;45 min; United States
s664;TV Show;First Class Chefs: Family Style;;Gia Ré, Matt Tebbutt;January 1, 2020;2015;Family, Game Show / Competition;First Class Chefs: Family Style is a cooking competition for the whole family!;TV-Y7;1 Season;
s665;Movie;Hacksaw;Larry Lansburgh;Tab Hunter, Victor Millan, Ray Teal, Russ McCubbin, George Barrows, Christine Austin;January 1, 2020;1971;Animals & Nature, Family, Sports;A wilderness guide sets out to catch a legendary wild horse. See details for advisory.;TV-PG;89 min;United States
s666;Movie;Holes;Andrew Davis;Sigourney Weaver, Jon Voight, Patricia Arquette, Tim Nelson, Dulé Hill, Shia LaBeouf;January 1, 2020;2003;Coming of Age, Drama, Family;The Yelnats family curse lands young Stanley at Camp Green Lake.;PG;119 min;United States
s667;Movie;Marvel 75 Years: From Pulp to Pop!;Zak Knutson;Laura Shields, Stan Lee, Alan Fine, Nicole Perlman, Jimmy Kimmel, Gerry Conway;January 1, 2020;2014;Documentary, Family;See how Marvel became the top super hero storyteller in special interviews.;TV-PG;42 min;United States
s668;Movie;Marvel Rising: Battle of The Bands;;Dee Baker, Dove Cameron, Skai Jackson, Kathreen Khavari, Kamil McFadden, Tyler Posey;January 1, 2020;2019;Action-Adventure, Animation, Superhero;Gwen (Ghost-Spider) has to defeat Screaming Mimi both on the streets and on the stage.;TV-Y7;23 min;United States
s669;TV Show;One Strange Rock;;Will Smith;January 1, 2020;2017;Animals & Nature, Docuseries, Family;Hosted by Will Smith, One Strange Rock reveals the twists of fate that allow life to thrive on Earth;TV-PG;1 Season;United States
s67;TV Show;The Wizard of Paws;;;October 13, 2021;2021;Animals & Nature, Docuseries, Medical;Follow pet prosthetics pioneer Derrick Campana as he gives troubled animals a second chance.;TV-PG;1 Season;
s670;TV Show;Out There with Jack Randall;;Jack Randall;January 1, 2020;2019;Action-Adventure, Animals & Nature, Docuseries;Zoologist Jack Randall searches for dangerous animals in the most unforgiving environments on earth.;TV-14;1 Season;
s671;Movie;Super Rhino;Nathan Greno;Miley Cyrus, Mark Walton, Susie Essman, Malcolm McDowell, Randy Savage;January 1, 2020;2009;Action-Adventure, Animation, Comedy;Rhino gets an upgrade just in time to save Bolt and Penny from Dr. Calico.;G;4 min;United States
s672;TV Show;The Proud Family;;Tommy Davidson, Paula Parker, Jo Payton, Kyla Pratt, Tara Strong, Karen White;January 1, 2020;2001;Animation, Comedy, Coming of Age;Follow the adventures of Penny, a typical African American girl navigating through teen-dom.;TV-G;2 Seasons;United States
s673;TV Show;The Super Hero Squad;;Grey DeLisle, Steve Blum, Mikey Kelly, Charlie Adler, Mark Hamill, Tom Kenny;January 1, 2020;2009;Action-Adventure, Animation, Comedy;The greatest heroes on the planet unite to face the greatest villains in the Super Hero Squad.;TV-Y7;2 Seasons;United States
s674;TV Show;Year Million;;Laurence Fishburne;January 1, 2020;2016;Docuseries, Science Fiction;Explore what human life might be like, one million years into the future.;TV-PG;1 Season;United States
s675;Movie;Forky Asks a Question: What is a Pet?;Bob Peterson;Tony Hale, Aloma Wright, Bob Peterson;December 27, 2019;2019;Animation, Comedy, Family;Forky meets Rib Tickles, and is schooled on the dangers of law enforcement.;TV-G;7 min;United States
s676;Movie;Star Wars: The Last Jedi (Episode VIII);Rian Johnson;Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac;December 26, 2019;2017;Action-Adventure, Science Fiction;New heroes and galactic legends join to unlock mysteries of the Force.;PG-13;152 min;United States
s677;Movie;Forky Asks a Question: What is a Leader?;Bob Peterson;Tony Hale, Bonnie Hunt, Bob Peterson;December 20, 2019;2019;Animation, Comedy, Family;Dolly teaches Forky about the qualities of a good leader, and he puts those qualities to the test!;TV-G;6 min;United States
s678;Movie;George of the Jungle 2;David Grossman;Thomas Church, Julie Benz, Christina Pickles, Angus Jones, Kelly Miller, John Kassir;December 20, 2019;2003;Action-Adventure, Comedy, Family;George must rescue his family, then save the jungle from becoming mulch.;PG;89 min;United States
s678;Movie;George of the Jungle 2;David Grossman;Thomas Church, Julie Benz, Christina Pickles, Angus Jones, Kelly Miller, John Kassir;December 20, 2019;2003;Action-Adventure, Comedy, Family;George must rescue his family, then save the jungle from becoming mulch.;PG;89 min; Australia
s679;Movie;High School Musical: The Musical: The Series: The Special;Clayton Cogswell;Joshua Bassett, Olivia Rodrigo, Sofia Wylie, Matt Cornett, Dara Renee;December 20, 2019;2019;Coming of Age, Documentary, Drama;An exclusive look into the making of High School Musical: The Musical: The Series.;TV-G;23 min;United States
s68;TV Show;Zombies: Addison's Moonstone Mystery;;;October 13, 2021;2020;Animation, Coming of Age, Fantasy;Things are smooth sailing at Seabrook High until ...;TV-G;1 Season;
s680;TV Show;Pick of the Litter;;;December 20, 2019;2019;Animals & Nature, Docuseries, Family;Watch an adorable group of six dogs on their quest to become guides for Guide Dogs for the Blind.;TV-PG;1 Season;United States
s681;Movie;Togo;Ericson Core;Willem Dafoe, Julianne Nicholson, Christopher Heyerdahl, Richard Dormer, Michael Greyeyes, Michael McElhatton;December 20, 2019;2019;Action-Adventure, Animals & Nature, Family;An exhilarating and uplifting adventure set in the winter of 1925 of one man and his lead sled dog.;PG;117 min;United States
s682;Movie;Forky Asks a Question: What is a Computer?;Bob Peterson;Tony Hale, Kristen Schaal, James Brinkley, Bob Peterson;December 13, 2019;2019;Animation, Comedy, Family;Trixie explains to Forky what a computer does as they experience the common stresses of technology.;TV-G;6 min;United States
s683;Movie;Wind;Edwin Chang;Emilio Fuentes, Sonoko Konishi;December 13, 2019;2019;Animation, Family, Fantasy;Trapped deep down an endless chasm, a grandmother and boy seek to escape to a better life.;G;9 min;United States
s684;Movie;Forky Asks a Question: What is Love?;Bob Peterson;Tony Hale, Carl Reiner, Mel Brooks, Carol Burnett, Betty White, Kristen Schaal;December 6, 2019;2019;Animation, Comedy, Family;Forky tries to understand the idea of love from some elder toys who think they’ve experienced it.;TV-G;7 min;United States
s685;TV Show;One Day at Disney (Shorts);;;December 6, 2019;2019;Anthology, Docuseries, Family;Meet the diverse group of people behind some of Disney’s most magical stories.;TV-PG;1 Season;
s686;Movie;Marvel Studios' Thor: Ragnarok;Taika Waititi;Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Idris Elba, Jeff Goldblum, Tessa Thompson;December 5, 2019;2017;Action-Adventure, Comedy, Fantasy;Thor races against time to ensure that Asgard does not fall into the Hela's ruthless hands.;PG-13;132 min;United States
s687;TV Show;Disney The Lion Guard;;Max Charles, Diamond White, Dusan Brown, Atticus Shaffer, Joshua Rush;December 3, 2019;2015;Action-Adventure, Animation, Comedy;The Lion Guard has assembled and now they will DEFEND!;TV-Y;3 Seasons;United States
s688;Movie;One Day at Disney;Fritz Mitchell;;December 3, 2019;2019;Documentary, Family;Discover the inspiring personal stories of the people behind the enduring magic of Disney.;TV-PG;62 min;United States
s689;TV Show;Disney Star vs. the Forces of Evil;;Eden Sher, Adam McArthur;December 1, 2019;2014;Action-Adventure, Animation, Comedy;Star battles villains throughout the multiverse.;TV-Y7;4 Seasons;United States
s69;Movie;Just Roll With It: You Decide Live!;;Tobie Windham, Suzi Barrett, Ramon Reed, Kaylin Hayman, JC Currais, Raven-Symoné;October 8, 2021;2019;Comedy;The Bennett-Blatts set out to reverse an evil curse!;G;52 min;
s690;Movie;Expedition Amelia;Chad Cohen;Allison Janney, Bob Ballard, Fredrik Hiebert;December 1, 2019;2019;Action-Adventure, Documentary, Historical;Dr. Robert Ballard plans an expedition to solve the mystery of Amelia Earhart’s disappearance.;TV-PG;94 min;United States
s691;Movie;Glory Road;James Gartner;Josh Lucas, Derek Luke, Jon Voight, Austin Nichols, Evan Jones, Schin Kerr;December 1, 2019;2006;Biographical, Drama, Sports;The story of the first all African-American college basketball team.;PG;119 min;United States
s692;TV Show;Henry Hugglemonster;;Lara Miller, Tom Kenny, Chiara Zanni, Lori Alan, Hynden Walch, Kari Wahlgren;December 1, 2019;2012;Animation, Fantasy, Kids;Hugglemonsters always find a way!;TV-Y;2 Seasons;Ireland
s692;TV Show;Henry Hugglemonster;;Lara Miller, Tom Kenny, Chiara Zanni, Lori Alan, Hynden Walch, Kari Wahlgren;December 1, 2019;2012;Animation, Fantasy, Kids;Hugglemonsters always find a way!;TV-Y;2 Seasons; United Kingdom
s692;TV Show;Henry Hugglemonster;;Lara Miller, Tom Kenny, Chiara Zanni, Lori Alan, Hynden Walch, Kari Wahlgren;December 1, 2019;2012;Animation, Fantasy, Kids;Hugglemonsters always find a way!;TV-Y;2 Seasons; United States
s692;TV Show;Henry Hugglemonster;;Lara Miller, Tom Kenny, Chiara Zanni, Lori Alan, Hynden Walch, Kari Wahlgren;December 1, 2019;2012;Animation, Fantasy, Kids;Hugglemonsters always find a way!;TV-Y;2 Seasons; South Korea
s692;TV Show;Henry Hugglemonster;;Lara Miller, Tom Kenny, Chiara Zanni, Lori Alan, Hynden Walch, Kari Wahlgren;December 1, 2019;2012;Animation, Fantasy, Kids;Hugglemonsters always find a way!;TV-Y;2 Seasons; Canada
s692;TV Show;Henry Hugglemonster;;Lara Miller, Tom Kenny, Chiara Zanni, Lori Alan, Hynden Walch, Kari Wahlgren;December 1, 2019;2012;Animation, Fantasy, Kids;Hugglemonsters always find a way!;TV-Y;2 Seasons; United Kingdom
s692;TV Show;Henry Hugglemonster;;Lara Miller, Tom Kenny, Chiara Zanni, Lori Alan, Hynden Walch, Kari Wahlgren;December 1, 2019;2012;Animation, Fantasy, Kids;Hugglemonsters always find a way!;TV-Y;2 Seasons; United States
s692;TV Show;Henry Hugglemonster;;Lara Miller, Tom Kenny, Chiara Zanni, Lori Alan, Hynden Walch, Kari Wahlgren;December 1, 2019;2012;Animation, Fantasy, Kids;Hugglemonsters always find a way!;TV-Y;2 Seasons; South Korea
s693;Movie;Incredible! The Story of Dr. Pol;;Ari Rubin, Dr. Pol;December 1, 2019;2015;Animals & Nature, Biographical, Documentary;Dr. Pol shares his life story – from his wartime childhood to a love story fit for the movies.;TV-14;44 min;
s694;Movie;Marvel Rising: Chasing Ghosts;;Dee Baker, Chloe Bennet, Dove Cameron, Skai Jackson, Kathreen Khavari, Kamil McFadden;December 1, 2019;2019;Action-Adventure, Animation, Superhero;Ghost-Spider teams up with the Secret Warriors.;TV-Y7-FV;24 min;United States
s695;Movie;Marvel Rising: Heart of Iron;;Dee Baker, Chloe Bennet, Dove Cameron, Robbie Daymond, Kathreen Khavari, Daisy Lightfoot;December 1, 2019;2019;Action-Adventure, Animation, Coming of Age;Ironheart joins the Secret Warriors to defend Earth.;TV-Y7;46 min;United States
s696;TV Show;Miles From Tomorrowland;;Olivia Munn, Cullen McCarthy, Fiona Bishop, Dee Baker, Tom Kenny;December 1, 2019;2014;Action-Adventure, Animation, Kids;Blastastic! Join Miles and his family in outer space!;TV-Y;2 Seasons;United States
s697;TV Show;Sheriff Callie's Wild West;;Mandy Moore, Lucas Grabeel;December 1, 2019;2011;Animation, Kids, Western;Come and see how the West was fun with Sheriff Callie!;TV-Y;2 Seasons;United States
s697;TV Show;Sheriff Callie's Wild West;;Mandy Moore, Lucas Grabeel;December 1, 2019;2011;Animation, Kids, Western;Come and see how the West was fun with Sheriff Callie!;TV-Y;2 Seasons; South Korea
s697;TV Show;Sheriff Callie's Wild West;;Mandy Moore, Lucas Grabeel;December 1, 2019;2011;Animation, Kids, Western;Come and see how the West was fun with Sheriff Callie!;TV-Y;2 Seasons; France
s698;TV Show;Supercar Megabuild;;Dom Joly;December 1, 2019;2016;Buddy, Docuseries, Lifestyle;A team of top car mechanics create awesome supercar megabuilds.;TV-PG;2 Seasons;United States
s699;Movie;The Incredible Dr. Pol: Blue Ribbon Kids;;Ari Rubin, Dr. Pol;December 1, 2019;2016;Animals & Nature, Documentary, Family;It’s a best-of-the-kids compilation episode with the world’s most famous veterinarian.;TV-PG;42 min;
s7;TV Show;Hawkeye;;Jeremy Renner, Hailee Steinfeld, Vera Farmiga, Fra Fee, Tony Dalton, Zahn McClarnon;November 24, 2021;2021;Action-Adventure, Superhero;Clint Barton/Hawkeye must team up with skilled archer Kate Bishop to unravel a criminal conspiracy.;TV-14;1 Season;
s70;Movie;Mickey's Tale of Two Witches;Jeff Gordon;Bret Iwan, Kaitlyn Robrock, Bill Farmer, Daniel Ross, Tress MacNeille, Jim Cummings;October 8, 2021;2021;Animation, Family, Fantasy;Mickey tells a tale of two witches-in-training!;TV-Y;47 min;
s700;Movie;Coco;Lee Unkrich;Anthony Gonzalez, Gael Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor, Jaime Camil;November 29, 2019;2017;Animation, Family, Fantasy;Miguel journeys to the magical land of his ancestors.;PG;105 min;United States
s701;Movie;Coco (in Spanish);Lee Unkrich;Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor, Jaime Camil;November 29, 2019;2017;Animation, Family, Fantasy;Miguel journeys to the magical land of his ancestors.;PG;105 min;
s702;Movie;Forky Asks a Question: What is Time?;Bob Peterson;Tony Hale, Wallace Shawn, Alan Oppenheimer, Bob Peterson;November 29, 2019;2019;Animation, Comedy, Family;Rex uses the age of dinosaurs as an example to give Forky an understanding of the concept of time.;TV-G;6 min;United States
s703;Movie;The Wonderful World of Disney Presents The Little Mermaid Live!;Hamish Hamilton;Auli'i Cravalho, Queen Latifah, Shaggy , John Stamos, Graham Phillips, Amber Riley;November 27, 2019;2019;Concert Film, Family, Fantasy;Live musical performances by a star-studded cast are interwoven into the original feature film.;TV-PG;84 min;United States
s704;Movie;Forky Asks a Question: What is Art?;Bob Peterson;Tony Hale, Robin Downes, Bob Peterson;November 22, 2019;2019;Animation, Comedy, Family;Mr. Pricklepants tells Forky about the complexities of being an actor and the art of performance.;TV-G;7 min;United States
s705;TV Show;Mickey Mouse Roadster Racers;;Bret Iwan, Russi Taylor, Bill Farmer, Daniel Ross, Tress MacNeille;November 20, 2019;2017;Animation, Kids, Sports;The Sensational Six race roadsters around the world!;TV-Y;2 Seasons;
s706;Movie;Happy Birthday, Mickey!;;;November 18, 2019;2019;Animation, Comedy, Dance;Celebrating Mickey, the world’s most beloved character.;TV-G;2 min;
s707;Movie;Forky Asks a Question: What is a Friend?;Bob Peterson;Tony Hale, John Ratzenberger, Bob Peterson;November 15, 2019;2019;Animation, Comedy, Family;Forky shares his thoughts on what makes a good friend based on his limited exposure to the world.;TV-G;6 min;United States
s708;Movie;10 Things I Hate About You;Gil Junger;Heath Ledger, Julia Stiles, Joseph Gordon-Levitt, Larisa Oleynik, David Krumholtz, Andrew Keegan;November 12, 2019;1999;Comedy, Coming of Age, Romance;Cameron falls for the girl of his dreams, but she is forbidden to date.;PG-13;98 min;United States
